# index, as_id, _pos
1201,1201,"array([2.68061145, 5.68823755])"
1202,6685,"array([3.42614756, 4.99110246])"
1203,6686,"array([3.72076669, 5.10601223])"
1204,6687,"array([3.44928025, 5.02937214])"
1205,1205,"array([3.40661505, 4.62415311])"
1206,1206,"array([2.70027694, 5.98126191])"
1207,6688,"array([3.67681711, 4.92133767])"
1208,6689,"array([3.6202314 , 4.99118005])"
1209,6690,"array([3.61023452, 5.18821315])"
1210,6691,"array([3.48232504, 4.71460148])"
1211,8060,"array([3.54724624, 5.67971052])"
1212,8061,"array([3.53595142, 5.64218585])"
1213,1213,"array([3.43662568, 5.35025098])"
1214,4352,"array([3.25831686, 5.18236945])"
1215,6694,"array([3.94510064, 5.45247767])"
1216,4354,"array([3.15559916, 5.33192594])"
1217,4355,"array([3.15419259, 5.4760022 ])"
1218,4356,"array([3.14755649, 5.16419107])"
1219,8062,"array([3.51422265, 5.70926107])"
1220,1220,"array([3.52871248, 5.78569084])"
1221,1221,"array([3.71398788, 5.83187188])"
1222,4358,"array([3.02126406, 5.6941257 ])"
1223,4359,"array([2.97966508, 5.2193329 ])"
1224,1224,"array([2.73993299, 5.58125616])"
1225,1225,"array([2.85695373, 5.47034704])"
1226,1226,"array([3.36518053, 5.86511274])"
1227,1227,"array([2.63447261, 5.54097543])"
1228,6696,"array([3.58155006, 5.25566452])"
1229,6697,"array([3.524754  , 5.54568727])"
1230,8063,"array([3.52332293, 5.68669248])"
1231,10755,"array([2.66982393, 5.7533254 ])"
1232,4364,"array([3.29454808, 5.45161784])"
1233,6700,"array([3.21385852, 4.70574081])"
1234,4366,"array([2.78600095, 5.30207388])"
1235,10627,"array([3.43352304, 5.50474293])"
1236,1236,"array([3.07941637, 5.39792022])"
1237,1237,"array([3.54234509, 5.82740903])"
1238,6702,"array([3.89205639, 4.92908174])"
1239,1239,"array([3.07257798, 5.65462661])"
1240,6703,"array([3.8700821 , 4.87561782])"
1241,1241,"array([3.58667802, 5.79648008])"
1242,8066,"array([3.76262824, 5.82921568])"
1243,6705,"array([3.36442679, 5.17785103])"
1244,4372,"array([2.83737191, 5.54589599])"
1245,4373,"array([3.00445558, 5.65686488])"
1246,4374,"array([3.22354515, 5.44286977])"
1247,6706,"array([3.67006531, 5.22220545])"
1248,1248,"array([3.13006095, 4.8424032 ])"
1249,4376,"array([3.13856762, 5.31750005])"
1250,4377,"array([2.88444562, 5.19560802])"
1251,1251,"array([3.44229791, 5.6948783 ])"
1252,6707,"array([3.41130333, 4.88027145])"
1253,6708,"array([3.70708002, 5.02850509])"
1254,1254,"array([3.21950455, 5.30256682])"
1255,6709,"array([3.14608705, 4.42407385])"
1256,6710,"array([3.18589916, 4.92002239])"
1257,1257,"array([3.44494445, 5.21432206])"
1258,6711,"array([3.46535818, 4.43558988])"
1259,6712,"array([2.56668292, 5.2749097 ])"
1260,6713,"array([3.48729969, 5.47503892])"
1261,6714,"array([3.38015729, 5.07341841])"
1262,1262,"array([3.40761249, 5.52635536])"
1263,1263,"array([3.40254515, 5.56878326])"
1264,4386,"array([2.61656828, 5.78867754])"
1265,4387,"array([3.68338579, 5.55309468])"
1266,6715,"array([3.44443173, 4.85834041])"
1267,1267,"array([3.48308841, 5.08448559])"
1268,6716,"array([3.20620715, 5.40957851])"
1269,4390,"array([2.87043507, 5.36754864])"
1270,1270,"array([3.24763335, 5.1308115 ])"
1271,6717,"array([3.52355755, 5.34179427])"
1272,6718,"array([3.64213445, 5.13839846])"
1273,1273,"array([3.4534504 , 5.05847993])"
1274,4393,"array([2.96183025, 5.62315055])"
1275,1275,"array([3.25686678, 5.15068527])"
1276,1276,"array([3.11594673, 5.85309862])"
1277,6719,"array([3.33850062, 5.0485835 ])"
1278,6720,"array([3.45044611, 4.67997819])"
1279,6721,"array([3.0442281, 5.1799902])"
1280,1280,"array([3.15592249, 5.55116789])"
1281,6722,"array([3.87711333, 5.47137885])"
1282,6723,"array([3.94529207, 4.83330083])"
1283,10756,"array([3.20738616, 5.47042951])"
1284,8068,"array([3.53974164, 5.25119278])"
1285,6726,"array([3.84563503, 5.20554209])"
1286,6727,"array([3.55729078, 5.12197006])"
1287,6728,"array([3.58565255, 5.21501723])"
1288,6729,"array([3.57161846, 4.94177115])"
1289,6730,"array([3.33039141, 5.18766184])"
1290,1290,"array([3.33543898, 5.22860928])"
1291,6731,"array([3.93475244, 5.35400837])"
1292,1292,"array([3.27776821, 6.26225464])"
1293,6732,"array([3.30248243, 4.92907619])"
1294,6733,"array([3.57256819, 4.89006501])"
1295,6734,"array([3.315335  , 4.88809213])"
1296,6735,"array([3.48141069, 4.90019608])"
1297,8069,"array([3.88943481, 5.71341061])"
1298,6737,"array([3.47452391, 4.9262396 ])"
1299,1299,"array([3.4243083 , 5.03578786])"
1300,8070,"array([3.27476884, 5.5212831 ])"
1301,6739,"array([3.81922816, 5.15534168])"
1302,6740,"array([3.1424636 , 4.91824387])"
1303,6741,"array([3.43223891, 4.88590104])"
1304,6742,"array([3.43935729, 5.37143371])"
1305,6743,"array([3.73558914, 5.19885197])"
1306,6744,"array([3.70425752, 4.56789403])"
1307,6745,"array([3.33168394, 5.34714514])"
1308,6746,"array([3.24495577, 4.70036543])"
1309,6747,"array([3.17099025, 4.75249374])"
1310,10757,"array([3.78255325, 5.76256733])"
1311,10758,"array([2.82836229, 6.05876921])"
1312,1312,"array([2.68356696, 5.72261669])"
1313,10631,"array([2.55834398, 5.67587526])"
1314,6751,"array([3.52175976, 4.79152129])"
1315,6752,"array([3.55412321, 5.34738868])"
1316,6753,"array([3.15431885, 5.00782505])"
1317,6754,"array([3.32347153, 5.03315054])"
1318,6755,"array([3.36581597, 5.40904566])"
1319,6756,"array([3.25991622, 4.94774335])"
1320,6757,"array([3.72407542, 5.05143764])"
1321,1321,"array([2.88749048, 5.36022006])"
1322,1322,"array([3.03628476, 5.78919391])"
1323,1323,"array([2.85953859, 5.56250567])"
1324,1324,"array([2.6032583, 5.3524167])"
1325,1325,"array([2.82574225, 5.59987028])"
1326,1326,"array([2.72013326, 5.401523  ])"
1327,1327,"array([2.80106576, 5.25205134])"
1328,1328,"array([3.15969344, 5.79513888])"
1329,1329,"array([2.76916546, 5.36285292])"
1330,1330,"array([2.69491698, 5.4025042 ])"
1331,1331,"array([2.88981692, 5.65789639])"
1332,1332,"array([3.23224504, 5.7205132 ])"
1333,1333,"array([2.82818923, 5.48141145])"
1334,1334,"array([2.75087346, 5.51021728])"
1335,1335,"array([2.83840929, 5.42046091])"
1336,4433,"array([3.44534368, 5.64350743])"
1337,4434,"array([3.75397766, 5.72955014])"
1338,6758,"array([3.57579828, 5.05103332])"
1339,4436,"array([3.19156649, 5.53605976])"
1340,4437,"array([3.05210617, 5.14259548])"
1341,1341,"array([2.92057957, 5.87175594])"
1342,1342,"array([3.15632137, 4.80716262])"
1343,10632,"array([3.32993886, 5.72528668])"
1344,6760,"array([3.53372788, 5.10097101])"
1345,6761,"array([3.59337113, 4.97548079])"
1346,6762,"array([3.62518357, 5.31548911])"
1347,6763,"array([3.76947412, 5.19862827])"
1348,6764,"array([3.88055089, 5.14710099])"
1349,4444,"array([2.860568  , 5.24821683])"
1350,6765,"array([3.5932437 , 5.11875338])"
1351,1351,"array([3.4157215 , 6.00064996])"
1352,10633,"array([3.31628384, 5.28587979])"
1353,8076,"array([3.28040754, 5.7614    ])"
1354,8077,"array([3.27752494, 5.47409949])"
1355,6769,"array([3.60792673, 4.62731403])"
1356,6770,"array([3.32708575, 4.78462588])"
1357,6771,"array([3.6410644 , 5.24511363])"
1358,4452,"array([3.24579946, 5.43358495])"
1359,6772,"array([3.27902231, 4.92383336])"
1360,4454,"array([3.3494958 , 5.69136205])"
1361,6773,"array([3.80970673, 5.19769791])"
1362,4456,"array([2.88432503, 5.27383615])"
1363,6774,"array([3.42466614, 5.30607872])"
1364,8078,"array([2.96316054, 5.71438557])"
1365,4459,"array([3.50109664, 5.65490162])"
1366,6776,"array([3.28680588, 5.00788297])"
1367,8079,"array([3.13661421, 5.55768323])"
1368,6778,"array([3.22136278, 5.11246694])"
1369,6779,"array([3.54078541, 5.20776407])"
1370,8080,"array([3.28000512, 5.53768829])"
1371,4465,"array([3.1095694 , 5.23519201])"
1372,8081,"array([3.33450648, 5.4751581 ])"
1373,6782,"array([3.25854263, 4.60444903])"
1374,6783,"array([3.39743989, 5.0575587 ])"
1375,6784,"array([3.50914769, 4.99130232])"
1376,4470,"array([2.83088723, 4.96641458])"
1377,6785,"array([3.75268858, 4.98081551])"
1378,4472,"array([3.13698311, 5.44686505])"
1379,8082,"array([3.13628724, 5.23413888])"
1380,6787,"array([3.51768858, 4.89953525])"
1381,4475,"array([2.96872296, 5.36032448])"
1382,8083,"array([3.07326873, 5.05640222])"
1383,10377,"array([2.76730884, 5.71681647])"
1384,6790,"array([2.87353807, 5.35158587])"
1385,8085,"array([3.22845558, 5.6122607 ])"
1386,4480,"array([2.77736787, 6.43942316])"
1387,4481,"array([2.79593492, 6.32873746])"
1388,4482,"array([2.85542226, 6.33254145])"
1389,4483,"array([2.90839048, 6.32058084])"
1390,4484,"array([2.98704833, 6.37439907])"
1391,4485,"array([2.80092293, 6.42633796])"
1392,4486,"array([2.86635021, 6.36087028])"
1393,4487,"array([2.86043515, 6.49665813])"
1394,4488,"array([2.75308001, 6.36139244])"
1395,6792,"array([3.46771671, 5.56791449])"
1396,4490,"array([2.89577973, 6.28188322])"
1397,6793,"array([3.65568995, 4.86089291])"
1398,4492,"array([3.01903757, 5.6126565 ])"
1399,4493,"array([3.27328673, 6.44498381])"
1400,10634,"array([3.25221914, 5.39804948])"
1401,4495,"array([3.43945741, 5.12147969])"
1402,4496,"array([3.20480522, 5.30810046])"
1403,6795,"array([3.48604581, 5.59185168])"
1404,6796,"array([3.43905356, 4.97476444])"
1405,8087,"array([3.06512623, 5.47474729])"
1406,4500,"array([2.90406603, 5.32961253])"
1407,6798,"array([3.62904535, 4.85408363])"
1408,6799,"array([3.57502592, 5.5202522 ])"
1409,6800,"array([3.90201486, 5.3490001 ])"
1410,8088,"array([3.15684919, 5.19366591])"
1411,6802,"array([3.52414437, 5.08098993])"
1412,6803,"array([3.75668564, 4.67786484])"
1413,6804,"array([3.75243236, 4.91230321])"
1414,6805,"array([3.32231238, 5.09351454])"
1415,4509,"array([2.66313193, 5.30127526])"
1416,6806,"array([3.89623426, 5.2287624 ])"
1417,4511,"array([3.00432115, 5.49093367])"
1418,6807,"array([3.90998114, 5.01566492])"
1419,4513,"array([2.99306896, 5.47417539])"
1420,10379,"array([2.93021233, 5.70474122])"
1421,4515,"array([3.38396247, 5.67362324])"
1422,6809,"array([3.02350906, 4.96757318])"
1423,6810,"array([4.13810173, 5.10447561])"
1424,8090,"array([3.06693839, 5.55732922])"
1425,4519,"array([3.05209897, 5.16016202])"
1426,6812,"array([3.89777943, 4.69211321])"
1427,4521,"array([3.09718421, 5.14667815])"
1428,6813,"array([3.5236763 , 5.38592353])"
1429,8091,"array([3.10960167, 5.83475861])"
1430,10380,"array([3.33350747, 5.3950333 ])"
1431,8093,"array([2.99518144, 5.21907307])"
1432,8094,"array([3.6910553 , 5.45723081])"
1433,4527,"array([3.16627681, 5.59631219])"
1434,4528,"array([3.62595505, 6.09261717])"
1435,8095,"array([3.43699084, 5.99587513])"
1436,6819,"array([3.24037053, 4.98945845])"
1437,6820,"array([3.83387729, 4.87494949])"
1438,6821,"array([3.51368026, 5.42981616])"
1439,6822,"array([3.25111325, 5.31527718])"
1440,4534,"array([2.93678445, 5.7191316 ])"
1441,4535,"array([3.287553  , 5.59431252])"
1442,6823,"array([3.64218461, 4.81429454])"
1443,10635,"array([2.98305491, 5.91619668])"
1444,4538,"array([3.27679833, 5.79963188])"
1445,4539,"array([2.98761711, 5.16833447])"
1446,4540,"array([3.16956569, 5.4396233 ])"
1447,6825,"array([3.36590678, 5.06079515])"
1448,6826,"array([3.66077726, 5.32353543])"
1449,4543,"array([2.95670675, 5.15881671])"
1450,4544,"array([3.12486006, 5.50425   ])"
1451,6827,"array([3.34870718, 5.19393461])"
1452,4546,"array([2.66192219, 5.15336294])"
1453,6828,"array([4.17476068, 5.67729042])"
1454,6829,"array([3.67815262, 4.87746592])"
1455,6830,"array([3.30692543, 5.19440487])"
1456,1456,"array([2.96602591, 5.98686327])"
1457,4550,"array([2.94387168, 5.92011184])"
1458,8097,"array([2.91276763, 5.2657756 ])"
1459,8098,"array([2.99587052, 5.2672418 ])"
1460,10382,"array([2.85287391, 5.20168386])"
1461,1461,"array([3.04181447, 6.13807059])"
1462,4554,"array([2.96022901, 5.08356832])"
1463,4555,"array([3.31939846, 5.46604888])"
1464,6834,"array([3.27542174, 5.12955999])"
1465,4557,"array([2.84619705, 5.94465292])"
1466,6835,"array([3.23324312, 4.78020218])"
1467,8100,"array([3.49505779, 5.55439953])"
1468,6837,"array([3.2337358 , 4.90110741])"
1469,8101,"array([2.69124296, 5.51205652])"
1470,10383,"array([3.04783409, 5.21596801])"
1471,6840,"array([3.50304319, 4.62923905])"
1472,10384,"array([3.1916397 , 5.87457123])"
1473,4565,"array([3.17946222, 5.48198209])"
1474,10385,"array([2.926946  , 6.10804659])"
1475,8105,"array([2.87295732, 5.44392784])"
1476,4568,"array([3.85146542, 5.62109174])"
1477,4569,"array([2.91951877, 5.2819355 ])"
1478,6844,"array([3.91143223, 5.42166252])"
1479,6845,"array([3.2087057 , 4.73465884])"
1480,6846,"array([3.62496352, 4.95315885])"
1481,4573,"array([3.30695679, 5.86357688])"
1482,4574,"array([3.26460662, 5.68514531])"
1483,6847,"array([3.59767946, 5.02535785])"
1484,6848,"array([3.84331322, 5.01590401])"
1485,6849,"array([3.70648142, 4.92201338])"
1486,6850,"array([3.75976824, 5.26936804])"
1487,6851,"array([2.98497555, 4.78839837])"
1488,6852,"array([3.73440766, 5.22586042])"
1489,6853,"array([3.57417676, 5.29705511])"
1490,6854,"array([3.89023009, 5.40167738])"
1491,4583,"array([3.10265225, 5.6170495 ])"
1492,6855,"array([3.61873486, 5.23820839])"
1493,6856,"array([4.01406621, 5.23533675])"
1494,6857,"array([4.04502351, 4.96151517])"
1495,4587,"array([3.14029569, 5.58471126])"
1496,6858,"array([3.74499378, 5.39637164])"
1497,4589,"array([3.32251043, 5.26495539])"
1498,6859,"array([3.29262873, 5.2677456 ])"
1499,10386,"array([3.14621386, 5.93974619])"
1500,4592,"array([3.18905586, 5.29212256])"
1501,10387,"array([3.01389858, 5.39177737])"
1502,10636,"array([3.428013  , 5.84275768])"
1503,1503,"array([2.94402031, 5.9808974 ])"
1504,4595,"array([2.83947337, 5.60693674])"
1505,4596,"array([3.23047188, 5.43001951])"
1506,6863,"array([3.55237806, 5.42319714])"
1507,6864,"array([3.82109848, 4.72481847])"
1508,4599,"array([3.00337819, 5.50438645])"
1509,4600,"array([3.06912852, 5.50664432])"
1510,6865,"array([3.72267784, 4.77386809])"
1511,6866,"array([3.47549566, 5.45614133])"
1512,6867,"array([3.63977014, 4.55983575])"
1513,6868,"array([4.18881333, 5.05526407])"
1514,4605,"array([3.6656124 , 6.09191401])"
1515,8109,"array([3.22927793, 5.69519166])"
1516,6870,"array([3.677298  , 5.26299769])"
1517,4608,"array([3.6009698 , 5.47888762])"
1518,4609,"array([3.47886757, 5.85887304])"
1519,4610,"array([3.66736788, 5.87035802])"
1520,4611,"array([3.69364575, 5.8521807 ])"
1521,6871,"array([3.75035367, 5.30056435])"
1522,10389,"array([3.42020101, 5.64572463])"
1523,4614,"array([3.3332575 , 5.58472427])"
1524,6873,"array([3.55429227, 5.0286144 ])"
1525,4616,"array([3.57975816, 5.92696522])"
1526,4617,"array([2.50564275, 5.39990579])"
1527,4618,"array([3.68760192, 5.38157875])"
1528,4619,"array([3.66788633, 5.3689811 ])"
1529,8111,"array([2.84312745, 5.02541428])"
1530,4621,"array([3.32862399, 5.60814434])"
1531,6875,"array([4.14386373, 5.17978421])"
1532,4623,"array([3.69297041, 5.59059487])"
1533,4624,"array([3.7517247 , 5.88337374])"
1534,6876,"array([3.81344883, 4.89512313])"
1535,8112,"array([2.71028285, 5.47661033])"
1536,4627,"array([3.71713808, 5.32367155])"
1537,4628,"array([3.74043436, 5.58735913])"
1538,6878,"array([3.28972394, 4.90105019])"
1539,4630,"array([3.69498379, 5.94201706])"
1540,4631,"array([3.72118955, 5.73815743])"
1541,6879,"array([3.27332404, 5.19781056])"
1542,6880,"array([4.30374785, 5.03668635])"
1543,4634,"array([3.80202327, 6.00928521])"
1544,6881,"array([3.02372843, 4.86189033])"
1545,6882,"array([3.31013649, 4.80957624])"
1546,4637,"array([3.5175038 , 5.74568742])"
1547,6883,"array([3.43362472, 4.78887739])"
1548,4639,"array([3.178495  , 4.99071382])"
1549,6884,"array([3.43594325, 4.72739238])"
1550,4641,"array([3.61418621, 5.89515506])"
1551,4642,"array([3.57319007, 5.73189775])"
1552,4643,"array([3.80211192, 6.07392292])"
1553,4644,"array([3.65056587, 5.88952342])"
1554,4645,"array([3.54940175, 5.54137098])"
1555,10390,"array([3.12540504, 5.80392419])"
1556,1556,"array([2.85048315, 6.42838725])"
1557,4647,"array([3.63329433, 5.90454329])"
1558,4648,"array([3.38868029, 5.69894871])"
1559,1559,"array([3.04114285, 6.37525229])"
1560,6886,"array([3.871782  , 4.72593212])"
1561,4650,"array([3.9003299 , 5.62001918])"
1562,1562,"array([2.88426007, 6.49199428])"
1563,4651,"array([3.65923783, 5.61029995])"
1564,1564,"array([2.82778945, 6.33127185])"
1565,1565,"array([2.81047877, 6.35413335])"
1566,4652,"array([3.77119178, 5.5148599 ])"
1567,6887,"array([3.5558149, 5.0474748])"
1568,1568,"array([3.08394362, 6.44801841])"
1569,1569,"array([3.01467167, 6.48963263])"
1570,1570,"array([2.98200501, 6.34246722])"
1571,4654,"array([3.61255696, 5.92438195])"
1572,4655,"array([3.67573424, 5.8955748 ])"
1573,1573,"array([2.78289092, 6.66628024])"
1574,4656,"array([3.64216312, 5.86973911])"
1575,4657,"array([3.92033128, 5.55342653])"
1576,4658,"array([3.54679877, 5.74076407])"
1577,6888,"array([2.42485317, 5.73275001])"
1578,4660,"array([3.29614996, 6.11503005])"
1579,6889,"array([3.37324075, 5.1618086 ])"
1580,4662,"array([3.56229716, 5.89304783])"
1581,4663,"array([3.94903283, 5.31452339])"
1582,8114,"array([2.79671559, 5.41061824])"
1583,4665,"array([3.51951772, 6.18620247])"
1584,4666,"array([3.41130698, 5.88973382])"
1585,8115,"array([2.72468667, 5.54497243])"
1586,4668,"array([3.43669603, 6.28834134])"
1587,4669,"array([3.33529599, 5.83102643])"
1588,4670,"array([3.33613785, 5.7614687 ])"
1589,1589,"array([2.88384813, 6.51743785])"
1590,10825,"array([3.04937448, 5.26721874])"
1591,1591,"array([3.14037474, 6.08000709])"
1592,4672,"array([3.63280717, 5.54739921])"
1593,4673,"array([3.48479107, 5.70002576])"
1594,6893,"array([3.38031634, 5.02474022])"
1595,4675,"array([3.57026213, 5.66931768])"
1596,6894,"array([3.5670151 , 5.41080376])"
1597,4677,"array([3.5484938 , 5.60524356])"
1598,4678,"array([3.61636297, 5.58667943])"
1599,8117,"array([3.27988624, 5.84992077])"
1600,4680,"array([3.47253035, 5.60418408])"
1601,1601,"array([2.80818469, 6.12822169])"
1602,4681,"array([3.59142899, 5.53261698])"
1603,4682,"array([3.64490142, 5.64916322])"
1604,4683,"array([3.81079367, 5.77705334])"
1605,4684,"array([3.86825446, 5.73199618])"
1606,4685,"array([3.60195942, 5.59901137])"
1607,4686,"array([3.53151441, 5.51186307])"
1608,6896,"array([3.67940942, 5.43203674])"
1609,4688,"array([3.56609523, 5.60976764])"
1610,4689,"array([3.72242459, 5.3523226 ])"
1611,6897,"array([3.74102768, 5.25353832])"
1612,4691,"array([3.55137776, 5.62833263])"
1613,4692,"array([3.61523762, 5.52238054])"
1614,4693,"array([3.56822958, 5.57631439])"
1615,4694,"array([3.438672  , 5.53342647])"
1616,4695,"array([3.63019371, 5.56596213])"
1617,4696,"array([3.79269944, 5.61115318])"
1618,8118,"array([3.06363345, 5.4898525 ])"
1619,4698,"array([3.69241177, 5.70731959])"
1620,8119,"array([3.19252066, 5.84010431])"
1621,4700,"array([3.84064179, 5.70623095])"
1622,6900,"array([3.47116211, 5.0665215 ])"
1623,4702,"array([3.59393932, 5.55709204])"
1624,4703,"array([3.56429679, 5.59171079])"
1625,4704,"array([3.61838331, 5.64262775])"
1626,4705,"array([3.58088505, 5.48583427])"
1627,4706,"array([3.61272239, 5.49789926])"
1628,4707,"array([3.87317807, 5.69192983])"
1629,4708,"array([3.84225725, 5.67756386])"
1630,4709,"array([3.72853199, 5.61718087])"
1631,4710,"array([3.54878451, 5.51871004])"
1632,4711,"array([3.5786428 , 5.56132202])"
1633,6901,"array([3.90201151, 5.09779963])"
1634,4713,"array([3.50975272, 5.61452815])"
1635,4714,"array([3.77619702, 5.5907941 ])"
1636,6902,"array([3.30719826, 5.24233542])"
1637,4716,"array([3.67842284, 5.61086107])"
1638,4717,"array([3.54124493, 6.09739086])"
1639,6903,"array([2.85741812, 5.11848197])"
1640,4719,"array([3.59144616, 5.85379493])"
1641,4720,"array([3.62722375, 5.48251158])"
1642,6904,"array([3.78229109, 5.08501438])"
1643,4722,"array([3.41758991, 5.59978633])"
1644,4723,"array([3.61557259, 5.62433478])"
1645,4724,"array([3.59453632, 5.50840217])"
1646,4725,"array([3.6460327 , 5.62175935])"
1647,6905,"array([3.62690745, 5.15592141])"
1648,4727,"array([3.63361212, 5.52886637])"
1649,4728,"array([3.75504419, 5.63298136])"
1650,4729,"array([3.45600503, 5.87722694])"
1651,4730,"array([3.26489389, 6.1251463 ])"
1652,8120,"array([2.99618148, 5.55800037])"
1653,1653,"array([3.53989765, 4.92141411])"
1654,4732,"array([3.55971299, 5.55847953])"
1655,4733,"array([3.45836187, 5.82599316])"
1656,8121,"array([3.43504039, 5.51987245])"
1657,1657,"array([2.50768395, 5.36069275])"
1658,10392,"array([3.17001983, 5.80803284])"
1659,1659,"array([3.58486757, 5.97338561])"
1660,1660,"array([2.54627699, 5.34714846])"
1661,1661,"array([2.78013679, 5.32636289])"
1662,1662,"array([2.79841968, 5.43517807])"
1663,4736,"array([3.64576895, 5.76401317])"
1664,1664,"array([2.85293883, 5.49009159])"
1665,8123,"array([3.05227669, 5.36739483])"
1666,4738,"array([3.77694195, 5.46323337])"
1667,1667,"array([3.17052572, 5.23159435])"
1668,1668,"array([3.45113307, 5.61553234])"
1669,4739,"array([3.89612184, 5.87028892])"
1670,1670,"array([2.72807315, 5.36089279])"
1671,4740,"array([3.65271614, 5.66894617])"
1672,1672,"array([2.79224879, 5.38570925])"
1673,1673,"array([3.02147055, 5.45712695])"
1674,1674,"array([2.80903787, 5.44950776])"
1675,1675,"array([2.81232324, 5.60290498])"
1676,4741,"array([3.25272206, 5.91510018])"
1677,1677,"array([2.77498762, 5.54880703])"
1678,1678,"array([2.61310488, 5.62236746])"
1679,4742,"array([3.66150592, 5.77375018])"
1680,1680,"array([3.47725527, 5.55645347])"
1681,1681,"array([2.68122032, 5.5902376 ])"
1682,1682,"array([2.60509377, 5.17536828])"
1683,10393,"array([3.47624342, 5.3607336 ])"
1684,4744,"array([3.85481845, 5.77772422])"
1685,4745,"array([3.5035534 , 6.12685948])"
1686,1686,"array([2.79287644, 5.36394154])"
1687,1687,"array([2.77496415, 5.34474062])"
1688,8125,"array([3.24011536, 5.50374343])"
1689,1689,"array([2.54414831, 5.46878281])"
1690,4747,"array([3.63778684, 5.92847427])"
1691,1691,"array([2.98534911, 5.48519837])"
1692,4748,"array([3.67183981, 5.84256898])"
1693,1693,"array([2.7695335 , 5.40052946])"
1694,1694,"array([2.82208437, 5.41230653])"
1695,1695,"array([2.77358951, 5.38267384])"
1696,4749,"array([3.55291003, 6.20048991])"
1697,1697,"array([2.55872668, 5.54839409])"
1698,1698,"array([2.42430469, 5.32617692])"
1699,1699,"array([2.73934998, 5.33554042])"
1700,4750,"array([3.42364165, 5.80309469])"
1701,6912,"array([3.52783815, 5.76165185])"
1702,6913,"array([3.51072894, 5.77734   ])"
1703,10826,"array([3.11281124, 5.0469439 ])"
1704,10395,"array([3.2550375, 5.7004689])"
1705,4755,"array([3.45133396, 5.4227022 ])"
1706,1706,"array([2.8713767 , 5.75164731])"
1707,6916,"array([2.82773292, 5.39607097])"
1708,10396,"array([3.4800964 , 5.50251795])"
1709,6918,"array([3.13288176, 5.74978525])"
1710,4759,"array([3.58180647, 5.87778555])"
1711,4760,"array([3.46259082, 5.74471415])"
1712,4761,"array([3.43654465, 5.89187779])"
1713,4762,"array([3.64529682, 5.97556286])"
1714,4763,"array([3.66653154, 5.71559528])"
1715,4764,"array([3.5588574 , 5.78718541])"
1716,4765,"array([3.49304598, 5.91685082])"
1717,1717,"array([3.43882914, 5.16398697])"
1718,4766,"array([3.26354618, 5.93806379])"
1719,4767,"array([3.58549043, 6.07860142])"
1720,4768,"array([3.51491229, 5.56261366])"
1721,10397,"array([3.21975268, 5.76354208])"
1722,8130,"array([3.36015866, 5.53169843])"
1723,10858,"array([3.32024164, 5.83707733])"
1724,6922,"array([3.11744083, 5.9142671 ])"
1725,4773,"array([3.68902038, 5.82525769])"
1726,4774,"array([3.57068205, 5.65367572])"
1727,10399,"array([2.98675143, 5.49834466])"
1728,4776,"array([3.6261198 , 5.43363382])"
1729,4777,"array([3.56826875, 5.63591311])"
1730,4778,"array([3.4315992 , 5.75898647])"
1731,4779,"array([3.52262339, 5.94028657])"
1732,1732,"array([3.25183212, 4.79940198])"
1733,4780,"array([3.44402427, 5.77332446])"
1734,6924,"array([2.71962274, 5.68302877])"
1735,4782,"array([3.6289303 , 6.13200387])"
1736,4783,"array([3.51577538, 5.90151302])"
1737,6925,"array([3.16190304, 5.75301904])"
1738,8133,"array([3.12494957, 5.78496078])"
1739,1739,"array([3.0948527 , 4.85792668])"
1740,1740,"array([3.18086188, 5.44460683])"
1741,1741,"array([3.19788376, 4.99508716])"
1742,1742,"array([3.46668228, 5.95661927])"
1743,4786,"array([3.45642646, 5.63353665])"
1744,1744,"array([3.02784419, 5.29099137])"
1745,4787,"array([3.09671833, 5.5252107 ])"
1746,1746,"array([3.06921855, 5.45826843])"
1747,1747,"array([2.60016668, 5.66392466])"
1748,4788,"array([3.47209557, 5.84027989])"
1749,1749,"array([3.15815808, 5.60688065])"
1750,8134,"array([3.17689867, 5.75165088])"
1751,4790,"array([3.44351044, 5.94507645])"
1752,4791,"array([3.45321337, 5.92108322])"
1753,4792,"array([3.24800207, 5.53452156])"
1754,1754,"array([3.21041364, 4.9568197 ])"
1755,1755,"array([3.42264414, 5.11085142])"
1756,4793,"array([3.61555051, 5.82162734])"
1757,1757,"array([3.05314918, 5.74379034])"
1758,4794,"array([3.82569046, 5.46267648])"
1759,1759,"array([3.25523709, 4.97317632])"
1760,1760,"array([2.94371439, 5.47306928])"
1761,1761,"array([2.98911534, 6.08192803])"
1762,4795,"array([3.5062142 , 6.06287257])"
1763,4796,"array([3.6318691 , 6.23236818])"
1764,4797,"array([3.83039758, 5.94402773])"
1765,4798,"array([3.45236769, 5.67828205])"
1766,4799,"array([3.44588555, 5.73915785])"
1767,1767,"array([3.1963548 , 5.85577331])"
1768,8135,"array([3.36065603, 5.97880616])"
1769,4801,"array([3.89867881, 5.77694914])"
1770,4802,"array([3.84610768, 5.89880487])"
1771,4803,"array([3.65646978, 5.43022217])"
1772,4804,"array([3.77356985, 6.00053533])"
1773,4805,"array([3.75854789, 5.66383573])"
1774,8136,"array([3.2178612 , 5.74766152])"
1775,4807,"array([4.07737046, 5.91964873])"
1776,1776,"array([3.57194048, 5.00330676])"
1777,4808,"array([3.47346705, 5.90720949])"
